"major","minor","broad","detailed","major.title","minor.title","broad.title","detailed.title","notes"
"53-0000","53-5000","53-5020",NA,"Transportation and Material Moving Occupations","Water Transportation Workers","Ship and Boat Captains and Operators",NA,NA
"53-0000","53-5000","53-5020","53-5021","Transportation and Material Moving Occupations","Water Transportation Workers","Ship and Boat Captains and Operators","Captains, Mates, and Pilots of Water Vessels",NA
"53-0000","53-5000","53-5020","53-5022","Transportation and Material Moving Occupations","Water Transportation Workers","Ship and Boat Captains and Operators","Motorboat Operators",NA
"53-0000","53-5000","53-5030",NA,"Transportation and Material Moving Occupations","Water Transportation Workers","Ship Engineers",NA,NA
"53-0000","53-5000","53-5030","53-5031","Transportation and Material Moving Occupations","Water Transportation Workers","Ship Engineers","Ship Engineers",NA
"53-0000","53-6000",NA,NA,"Transportation and Material Moving Occupations","Other Transportation Workers",NA,NA,NA
"53-0000","53-6000","53-6010",NA,"Transportation and Material Moving Occupations","Other Transportation Workers","Bridge and Lock Tenders",NA,NA
"53-0000","53-6000","53-6010","53-6011","Transportation and Material Moving Occupations","Other Transportation Workers","Bridge and Lock Tenders","Bridge and Lock Tenders",NA
"53-0000","53-6000","53-6020",NA,"Transportation and Material Moving Occupations","Other Transportation Workers","Parking Lot Attendants",NA,NA
"53-0000","53-6000","53-6020","53-6021","Transportation and Material Moving Occupations","Other Transportation Workers","Parking Lot Attendants","Parking Lot Attendants",NA
"53-0000","53-6000","53-6030",NA,"Transportation and Material Moving Occupations","Other Transportation Workers","Automotive and Watercraft Service Attendants",NA,NA
"53-0000","53-6000","53-6030","53-6031","Transportation and Material Moving Occupations","Other Transportation Workers","Automotive and Watercraft Service Attendants","Automotive and Watercraft Service Attendants",NA
"53-0000","53-6000","53-6040",NA,"Transportation and Material Moving Occupations","Other Transportation Workers","Traffic Technicians",NA,NA
"53-0000","53-6000","53-6040","53-6041","Transportation and Material Moving Occupations","Other Transportation Workers","Traffic Technicians","Traffic Technicians",NA
"53-0000","53-6000","53-6050",NA,"Transportation and Material Moving Occupations","Other Transportation Workers","Transportation Inspectors",NA,NA
"53-0000","53-6000","53-6050","53-6051","Transportation and Material Moving Occupations","Other Transportation Workers","Transportation Inspectors","Transportation Inspectors",NA
"53-0000","53-6000","53-6060",NA,"Transportation and Material Moving Occupations","Other Transportation Workers","Transportation Attendants, Except Flight Attendants",NA,NA
"53-0000","53-6000","53-6060","53-6061","Transportation and Material Moving Occupations","Other Transportation Workers","Transportation Attendants, Except Flight Attendants","Transportation Attendants, Except Flight Attendants",NA
"53-0000","53-6000","53-6090",NA,"Transportation and Material Moving Occupations","Other Transportation Workers","Miscellaneous Transportation Workers",NA,NA
"53-0000","53-6000","53-6090","53-6099","Transportation and Material Moving Occupations","Other Transportation Workers","Miscellaneous Transportation Workers","Transportation Workers, All Other",NA
"53-0000","53-7000",NA,NA,"Transportation and Material Moving Occupations","Material Moving Workers",NA,NA,NA
"53-0000","53-7000","53-7010",NA,"Transportation and Material Moving Occupations","Material Moving Workers","Conveyor Operators and Tenders",NA,NA
"53-0000","53-7000","53-7010","53-7011","Transportation and Material Moving Occupations","Material Moving Workers","Conveyor Operators and Tenders","Conveyor Operators and Tenders",NA
"53-0000","53-7000","53-7020",NA,"Transportation and Material Moving Occupations","Material Moving Workers","Crane and Tower Operators",NA,NA
"53-0000","53-7000","53-7020","53-7021","Transportation and Material Moving Occupations","Material Moving Workers","Crane and Tower Operators","Crane and Tower Operators",NA
"53-0000","53-7000","53-7030",NA,"Transportation and Material Moving Occupations","Material Moving Workers","Dredge, Excavating, and Loading Machine Operators",NA,NA
"53-0000","53-7000","53-7030","53-7031","Transportation and Material Moving Occupations","Material Moving Workers","Dredge, Excavating, and Loading Machine Operators","Dredge Operators",NA
"53-0000","53-7000","53-7030","53-7032","Transportation and Material Moving Occupations","Material Moving Workers","Dredge, Excavating, and Loading Machine Operators","Excavating and Loading Machine and Dragline Operators",NA
"53-0000","53-7000","53-7030","53-7033","Transportation and Material Moving Occupations","Material Moving Workers","Dredge, Excavating, and Loading Machine Operators","Loading Machine Operators, Underground Mining",NA
"53-0000","53-7000","53-7040",NA,"Transportation and Material Moving Occupations","Material Moving Workers","Hoist and Winch Operators",NA,NA
"53-0000","53-7000","53-7040","53-7041","Transportation and Material Moving Occupations","Material Moving Workers","Hoist and Winch Operators","Hoist and Winch Operators",NA
"53-0000","53-7000","53-7050",NA,"Transportation and Material Moving Occupations","Material Moving Workers","Industrial Truck and Tractor Operators",NA,NA
"53-0000","53-7000","53-7050","53-7051","Transportation and Material Moving Occupations","Material Moving Workers","Industrial Truck and Tractor Operators","Industrial Truck and Tractor Operators",NA
"53-0000","53-7000","53-7060",NA,"Transportation and Material Moving Occupations","Material Moving Workers","Laborers and Material Movers, Hand",NA,NA
"53-0000","53-7000","53-7060","53-7061","Transportation and Material Moving Occupations","Material Moving Workers","Laborers and Material Movers, Hand","Cleaners of Vehicles and Equipment",NA
"53-0000","53-7000","53-7060","53-7062","Transportation and Material Moving Occupations","Material Moving Workers","Laborers and Material Movers, Hand","Laborers and Freight, Stock, and Material Movers, Hand",NA
"53-0000","53-7000","53-7060","53-7063","Transportation and Material Moving Occupations","Material Moving Workers","Laborers and Material Movers, Hand","Machine Feeders and Offbearers",NA
"53-0000","53-7000","53-7060","53-7064","Transportation and Material Moving Occupations","Material Moving Workers","Laborers and Material Movers, Hand","Packers and Packagers, Hand",NA
"53-0000","53-7000","53-7070",NA,"Transportation and Material Moving Occupations","Material Moving Workers","Pumping Station Operators",NA,NA
"53-0000","53-7000","53-7070","53-7071","Transportation and Material Moving Occupations","Material Moving Workers","Pumping Station Operators","Gas Compressor and Gas Pumping Station Operators",NA
"53-0000","53-7000","53-7070","53-7072","Transportation and Material Moving Occupations","Material Moving Workers","Pumping Station Operators","Pump Operators, Except Wellhead Pumpers",NA
"53-0000","53-7000","53-7070","53-7073","Transportation and Material Moving Occupations","Material Moving Workers","Pumping Station Operators","Wellhead Pumpers",NA
"53-0000","53-7000","53-7080",NA,"Transportation and Material Moving Occupations","Material Moving Workers","Refuse and Recyclable Material Collectors",NA,NA
"53-0000","53-7000","53-7080","53-7081","Transportation and Material Moving Occupations","Material Moving Workers","Refuse and Recyclable Material Collectors","Refuse and Recyclable Material Collectors",NA
"53-0000","53-7000",NA,NA,"Transportation and Material Moving Occupations","Mine Shuttle Car Operators",NA,NA,NA
"53-0000","53-7000",NA,"53-7111","Transportation and Material Moving Occupations","Mine Shuttle Car Operators",NA,"Mine Shuttle Car Operators",NA
"53-0000","53-7000",NA,NA,"Transportation and Material Moving Occupations","Tank Car, Truck, and Ship Loaders",NA,NA,NA
"53-0000","53-7000",NA,"53-7121","Transportation and Material Moving Occupations","Tank Car, Truck, and Ship Loaders",NA,"Tank Car, Truck, and Ship Loaders",NA
"53-0000","53-7000",NA,NA,"Transportation and Material Moving Occupations","Miscellaneous Material Moving Workers",NA,NA,NA
"53-0000","53-7000",NA,"53-7199","Transportation and Material Moving Occupations","Material Moving Workers, All Other",NA,"Material Moving Workers, All Other",NA
"55-0000",NA,NA,NA,"Military Specific Occupations",NA,NA,NA,NA
"55-0000","55-1000",NA,NA,"Military Specific Occupations","Military Officer Special and Tactical Operations Leaders",NA,NA,NA
"55-0000","55-1000","55-1010",NA,"Military Specific Occupations","Military Officer Special and Tactical Operations Leaders","Military Officer Special and Tactical Operations Leaders",NA,NA
"55-0000","55-1000","55-1010","55-1011","Military Specific Occupations","Military Officer Special and Tactical Operations Leaders","Military Officer Special and Tactical Operations Leaders","Air Crew Officers",NA
"55-0000","55-1000","55-1010","55-1012","Military Specific Occupations","Military Officer Special and Tactical Operations Leaders","Military Officer Special and Tactical Operations Leaders","Aircraft Launch and Recovery Officers",NA
"55-0000","55-1000","55-1010","55-1013","Military Specific Occupations","Military Officer Special and Tactical Operations Leaders","Military Officer Special and Tactical Operations Leaders","Armored Assault Vehicle Officers",NA
"55-0000","55-1000","55-1010","55-1014","Military Specific Occupations","Military Officer Special and Tactical Operations Leaders","Military Officer Special and Tactical Operations Leaders","Artillery and Missile Officers",NA
"55-0000","55-1000","55-1010","55-1015","Military Specific Occupations","Military Officer Special and Tactical Operations Leaders","Military Officer Special and Tactical Operations Leaders","Command and Control Center Officers",NA
"55-0000","55-1000","55-1010","55-1016","Military Specific Occupations","Military Officer Special and Tactical Operations Leaders","Military Officer Special and Tactical Operations Leaders","Infantry Officers",NA
"55-0000","55-1000","55-1010","55-1017","Military Specific Occupations","Military Officer Special and Tactical Operations Leaders","Military Officer Special and Tactical Operations Leaders","Special Forces Officers",NA
"55-0000","55-1000","55-1010","55-1019","Military Specific Occupations","Military Officer Special and Tactical Operations Leaders","Military Officer Special and Tactical Operations Leaders","Military Officer Special and Tactical Operations Leaders, All Other",NA
"55-0000","55-2000",NA,NA,"Military Specific Occupations","First-Line Enlisted Military Supervisors",NA,NA,NA
"55-0000","55-2000","55-2010",NA,"Military Specific Occupations","First-Line Enlisted Military Supervisors","First-Line Enlisted Military Supervisors",NA,NA
"55-0000","55-2000","55-2010","55-2011","Military Specific Occupations","First-Line Enlisted Military Supervisors","First-Line Enlisted Military Supervisors","First-Line Supervisors of Air Crew Members",NA
"55-0000","55-2000","55-2010","55-2012","Military Specific Occupations","First-Line Enlisted Military Supervisors","First-Line Enlisted Military Supervisors","First-Line Supervisors of Weapons Specialists/Crew Members",NA
"55-0000","55-2000","55-2010","55-2013","Military Specific Occupations","First-Line Enlisted Military Supervisors","First-Line Enlisted Military Supervisors","First-Line Supervisors of All Other Tactical Operations Specialists",NA
"55-0000","55-3000",NA,NA,"Military Specific Occupations","Military Enlisted Tactical Operations and Air/Weapons Specialists and Crew Members",NA,NA,NA
"55-0000","55-3000","55-3010",NA,"Military Specific Occupations","Military Enlisted Tactical Operations and Air/Weapons Specialists and Crew Members","Military Enlisted Tactical Operations and Air/Weapons Specialists and Crew Members",NA,NA
"55-0000","55-3000","55-3010","55-3011","Military Specific Occupations","Military Enlisted Tactical Operations and Air/Weapons Specialists and Crew Members","Military Enlisted Tactical Operations and Air/Weapons Specialists and Crew Members","Air Crew Members",NA
"55-0000","55-3000","55-3010","55-3012","Military Specific Occupations","Military Enlisted Tactical Operations and Air/Weapons Specialists and Crew Members","Military Enlisted Tactical Operations and Air/Weapons Specialists and Crew Members","Aircraft Launch and Recovery Specialists",NA
"55-0000","55-3000","55-3010","55-3013","Military Specific Occupations","Military Enlisted Tactical Operations and Air/Weapons Specialists and Crew Members","Military Enlisted Tactical Operations and Air/Weapons Specialists and Crew Members","Armored Assault Vehicle Crew Members",NA
"55-0000","55-3000","55-3010","55-3014","Military Specific Occupations","Military Enlisted Tactical Operations and Air/Weapons Specialists and Crew Members","Military Enlisted Tactical Operations and Air/Weapons Specialists and Crew Members","Artillery and Missile Crew Members",NA
"55-0000","55-3000","55-3010","55-3015","Military Specific Occupations","Military Enlisted Tactical Operations and Air/Weapons Specialists and Crew Members","Military Enlisted Tactical Operations and Air/Weapons Specialists and Crew Members","Command and Control Center Specialists",NA
